1417
0.00 288.737 -31.99455 48.60 10 10 358.90 26.30 88.00 0.00
0.00 288.842 -31.99455 53.60 10 10 358.30 26.50 95.00 0.00
0.00 288.947 -31.99455 58.50 10 10 357.60 26.30 85.00 0.00
0.00 287.368 -32.08447 9.00 10 10 2.00 6.80 89.00 1.16
0.00 287.474 -32.08447 10.30 10 10 2.30 8.10 90.00 1.66
0.00 287.579 -32.08447 11.80 10 10 2.50 9.40 98.00 1.77
0.00 287.684 -32.08447 13.50 10 10 2.60 10.90 91.00 0.88
0.00 287.789 -32.08447 15.60 10 10 2.70 12.50 89.00 1.93
0.00 287.895 -32.08447 18.00 10 10 2.60 14.20 97.00 1.59
0.00 288 -32.08447 20.60 10 10 2.40 16.00 91.00 1.53
0.00 288.105 -32.08447 23.60 10 10 2.10 17.80 100.00 1.01
0.00 288.211 -32.08447 27.00 10 10 1.70 19.70 98.00 0.00
0.00 288.316 -32.08447 30.70 10 10 1.20 21.40 87.00 0.00
0.00 288.421 -32.08447 34.80 10 10 0.70 23.10 88.00 0.00
0.00 288.526 -32.08447 39.10 10 10 196.10 24.40 95.00 0.00
0.00 288.632 -32.08447 43.80 10 10 359.00 25.40 92.00 0.00
0.00 288.737 -32.08447 48.50 10 10 358.90 26.10 90.00 0.00
0.00 288.842 -32.08447 53.40 10 10 358.20 26.30 100.00 0.00
0.00 288.947 -32.08447 58.30 10 10 357.60 26.10 90.00 0.00
0.00 287.263 -32.17439 7.90 10 10 1.60 5.70 89.00 1.12
0.00 287.368 -32.17439 9.00 10 10 1.80 6.90 92.00 0.76
0.00 287.474 -32.17439 10.30 10 10 2.00 8.20 90.00 1.90
0.00 287.579 -32.17439 11.80 10 10 2.20 9.50 85.00 1.68
0.00 287.684 -32.17439 13.60 10 10 2.30 11.00 91.00 0.77
0.00 287.789 -32.17439 15.70 10 10 2.40 12.60 96.00 1.20
0.00 287.895 -32.17439 18.10 10 10 2.30 14.30 97.00 1.94
0.00 288 -32.17439 20.70 10 10 2.20 16.00 85.00 1.32
0.00 288.105 -32.17439 23.70 10 10 1.90 17.80 92.00 0.82
0.00 288.211 -32.17439 27.10 10 10 1.50 19.60 97.00 0.00
0.00 288.316 -32.17439 30.80 10 10 1.10 21.30 99.00 0.00
0.00 288.421 -32.17439 34.80 10 10 0.60 22.90 97.00 0.00
0.00 288.526 -32.17439 39.10 10 10 189.00 24.20 90.00 0.00
0.00 288.632 -32.17439 43.70 10 10 359.40 25.20 89.00 0.00
0.00 288.737 -32.17439 48.50 10 10 358.90 25.80 94.00 0.00
0.00 288.842 -32.17439 53.30 10 10 358.30 26.00 87.00 0.00
0.00 288.947 -32.17439 58.10 10 10 357.70 25.80 100.00 0.00
0.00 287.263 -32.26431 7.90 10 10 1.50 5.70 98.00 1.17
0.00 287.368 -32.26431 9.00 10 10 1.60 6.90 100.00 0.83
0.00 287.474 -32.26431 10.40 10 10 1.80 8.20 93.00 1.51
0.00 287.579 -32.26431 11.90 10 10 2.00 9.60 97.00 1.33
0.00 287.684 -32.26431 13.70 10 10 2.10 11.10 92.00 0.97
0.00 287.789 -32.26431 15.80 10 10 2.10 12.70 86.00 1.75
0.00 287.895 -32.26431 18.20 10 10 2.10 14.30 93.00 1.63
0.00 288 -32.26431 20.80 10 10 2.00 16.00 95.00 1.33
0.00 288.105 -32.26431 23.80 10 10 1.70 17.80 89.00 0.65
0.00 288.211 -32.26431 27.20 10 10 1.40 19.50 91.00 0.00
0.00 288.316 -32.26431 30.90 10 10 1.00 21.20 99.00 0.00
0.00 288.421 -32.26431 34.80 10 10 0.50 22.70 99.00 0.00
0.00 288.526 -32.26431 39.10 10 10 189.00 24.00 87.00 0.00
0.00 288.632 -32.26431 43.70 10 10 359.50 25.00 96.00 0.00
0.00 288.737 -32.26431 48.40 10 10 359.00 25.60 97.00 0.00
0.00 288.842 -32.26431 53.10 10 10 358.40 25.80 94.00 0.00
0.00 288.947 -32.26431 57.90 10 10 357.90 25.70 89.00 0.00
0.00 287.263 -32.35422 7.90 10 10 1.50 5.80 87.00 1.11
0.00 287.368 -32.35422 9.10 10 10 1.60 7.00 85.00 0.68
0.00 287.474 -32.35422 10.40 10 10 1.70 8.30 97.00 0.87
0.00 287.579 -32.35422 12.00 10 10 1.80 9.70 88.00 1.30
0.00 287.684 -32.35422 13.80 10 10 1.90 11.20 88.00 1.55
0.00 287.789 -32.35422 15.90 10 10 2.00 12.70 88.00 1.72
0.00 287.895 -32.35422 18.30 10 10 1.90 14.40 99.00 1.61
0.00 288 -32.35422 20.90 10 10 1.80 16.00 97.00 1.77
0.00 288.105 -32.35422 23.90 10 10 1.60 17.70 85.00 0.81
0.00 288.211 -32.35422 27.30 10 10 1.30 19.50 86.00 0.00
0.00 288.316 -32.35422 30.90 10 10 0.90 21.10 92.00 0.00
0.00 288.421 -32.35422 34.90 10 10 0.50 22.60 95.00 0.00
0.00 288.526 -32.35422 39.10 10 10 189.70 23.90 95.00 0.00
0.00 288.632 -32.35422 43.60 10 10 359.50 24.80 86.00 0.00
0.00 288.737 -32.35422 48.30 10 10 359.10 25.40 89.00 0.00
0.00 288.842 -32.35422 53.00 10 10 358.70 25.70 95.00 0.00
0.00 288.947 -32.35422 57.70 10 10 358.20 25.50 90.00 0.00
0.00 287.263 -32.44414 8.00 10 10 1.60 5.80 99.00 1.00
0.00 287.368 -32.44414 9.10 10 10 1.60 7.00 98.00 0.81
0.00 287.474 -32.44414 10.40 10 10 1.70 8.40 97.00 0.84
0.00 287.579 -32.44414 12.00 10 10 1.80 9.80 87.00 1.50
0.00 287.684 -32.44414 13.80 10 10 1.90 11.20 88.00 3.81
